ds	Zelda: SS	Friend_Areas_six_Darkness_Ridge_Theme.mid
ds	Sonic	GS3-DetentionCenter.mid
ds	Sonic	GS3Godot.mid
ds	Chrono Trigger	GSDD_Victory.mid
ds	Chrono Trigger	GalacticGrunt.mid
ds	Zelda: SS	Geijissu.mid
ds	Zelda: SS	HGSS_Cianwood_City.mid
ds	Zelda: SS	HGSS_Dragon_Den.mid
ds	Zelda: SS	HGSS_Entei_Battle.mid
ds	Zelda: SS	HGSS_Goldenrod_City.mid
ds	Pokemon	HGSS_Pokemon_Center.mid
ds	Zelda: SS	HGSS_Raikou_Battle.mid
ds	Zelda: SS	HGSS_Trainer_Remix.mid
ds	Zelda: SS	KOLLOSS.mid
ds	Zelda: SS	KSSD_Dedede-MK.mid
ds	Zelda: SS	KSSD_Last_Boss.mid
ds	Zelda: SS	KSSU_Boss.mid
ds	Zelda: SS	KSSU_King_Dedede.mid
ds	Zelda: SS	KSSU_SB_OP.mid
ds	Kirby	KirbyGreenGreens.mid
ds	Zelda: SS	KirbyMiniboss.mid
ds	EarthBound	Linebeck.mid
ds	Chrono Trigger	LoopLogicTrick.mid
ds	Zelda: SS	MKDS-Mission_Theme.mid
ds	Zelda: SS	MKDSStarman.mid
ds	Zelda: SS	MKDSStart.mid
ds	Zelda: SS	ML2_BossBattle1_5.mid
ds	Chrono Trigger	MLBIS_File_select.mid
ds	EarthBound	MLFTChateaudeBowser.mid
ds	Zelda: SS	MLFTCombatBoss.mid
ds	Final Fantasy	MLFTProfKTastroff.mid
ds	Zelda: SS	MLFTTristesse.mid
ds	Chrono Trigger	MLFTVictoire.mid
ds	Yoshi's Island	MLFTYoshisIsland.mid
ds	Zelda: MM	MMBN5DSBattle45RealOpXG.mid
ds	Zelda: MM	MMBN5DSBattleBN1XG.mid
ds	Zelda: MM	MMBN5DSBattleBN3XG.mid
ds	Zelda: MM	MMBN5DSHeroThemeXG.mid
ds	Zelda: MM	MMSFLibraBalanceGM.mid
ds	Zelda: MM	MMSFLibraBalanceXGv1_1.mid
ds	Zelda: MM	MMZXASubVolcano.mid
ds	Zelda: MM	MMZXA_Divine_Hammer-KM-GS.mid
ds	Zelda: MM	MMZXA_Divine_Hammer-KM.mid
ds	Zelda: MM	MMZXA_In_The_Wind-KM.mid
ds	Zelda: MM	MMZXA_Soul_Ablaze-KM.mid
ds	Zelda: MM	MMZXA_Trap_Phantasm-KM.mid
ds	Zelda: MM	MMZXAreaJGM.mid
ds	Zelda: MM	MMZXAreaJXG.mid
ds	Zelda: MM	MMZXCrisis.mid
ds	Zelda: MM	MMZX_Area_A-KM.mid
ds	Zelda: MM	MMZX_Area_F-KM.mid
ds	Zelda: MM	MMZX_Area_I-KM.mid
ds	Zelda: MM	MMZX_Area_MN-KM.mid
ds	Zelda: MM	MMZX_Area_O-KM.mid
ds	Zelda: MM	MMZX_Area_X-KM.mid
ds	Zelda: MM	MMZX_Onslaught-KM.mid
ds	Zelda: MM	MMZX_Snake_Eyes-KM.mid
ds	Zelda: MM	MMZX_Trap_Factory-KM.mid
ds	Zelda: SS	MYSTERYBOSSa.mid
ds	Zelda: SS	Mega_Man_ZX_-_Area_A_-_Green_Grass_Radiation.mid
ds	Zelda: SS	Mega_Man_ZX_-_Final_Boss_-_Pallida_Mors.mid
ds	Chrono Cross	Mega_Man_ZX_Advent_-_Mysterious_Lab_-_Whisper_of_Relics.mid
ds	Super Mario Bros	NSMB-GB2.mid
ds	Super Mario Bros	NSMB_-_Underground.mid
ds	Super Mario Bros	NSMB_-_Underwater.mid
ds	Super Mario Bros	NSMB_ATHLETICFINAL.mid
ds	Chrono Trigger	Objection.mid
ds	Zelda: SS	PHboss_ship.mid
ds	Final Fantasy	PKMD2_Wigglytuffs_Guild.mid
ds	Zelda: MM	PKMN-D_P-GalaticCommanderMetal.mid
ds	Zelda: SS	PKMNHGSS_-_DarkCaveSilverCaveXG.mid
ds	Zelda: SS	PKMNHGSS_-_EvilChampionXG.mid
ds	Zelda: SS	PKMNHGSS_-_GlobalTerminalXG.mid
ds	Zelda: SS	PKMNHGSS_-_ShintoRuins.mid
ds	Zelda: SS	PKMNHGSS_-_ShintoRuinsRemixXG.mid
ds	Zelda: SS	PKMN_HGSS_RSE_BATTLE.mid
ds	Zelda: SS	PKM_HGSS_Champion_Battle_Theme_V2.mid
ds	Zelda: SS	PW2_Success_v3.mid
ds	Chrono Trigger	PWAA_-_Objection.mid
ds	CV: Aria	PWAA_Cornered_Variation_v3.mid
ds	Chrono Trigger	PWAA_Objection_v2.mid
ds	Zelda: SS	PWTAT_Cross-examination.mid
ds	Zelda: SS	PWTAT_Cross-examination_Variation.mid
ds	Zelda: SS	PW_Success.mid
ds	Chrono Trigger	Phoenix_Wright-Objection.mid
ds	Chrono Trigger	Phoenix_Wright_JFA-Objection_2002.mid
ds	Pokemon	PokemonBWtwo_NsCastle.mid
ds	Pokemon	Pokemon_DP_Azelf_Uxie_Mesprit.mid
ds	Pokemon	Pokemon_Diamond_Pearl_Route205.mid
ds	Pokemon	Pokemon_Diamond_Pearl_Wild_Pokemon_Battle.mid
ds	Pokemon	Pokemon_HGSS_Kanto_Trainer_Battle.mid
ds	Pokemon	Pokemon_HeartGold-SoulSilver_-_Rival_Battle_MIDI_002.mid
ds	Pokemon	Pokemon_HeartGold_SoulSilver_-_Global_Terminal.mid
ds	Pokemon	Pokemon_HeartGold_SoulSilver_-_Victory_Road.mid
ds	Pokemon	Pokemon_Mystery_Dungeon_Blue_Credits.mid
ds	Pokemon	Pokemon_Mystery_Dungeon_Blue_Rescue_Team-menuscreen.mid
ds	Pokemon	Pokemon_Pearl_Diamond_Route_228.mid
ds	Pokemon	Pokemon_Trainer_Battle.mid
ds	Pokemon	Pokemon_black_and_white_low_hp_midi_version.mid
ds	Zelda: SS	ProfessorLaytonPuzzle.mid
ds	Chrono Trigger	RMZX-TRAP_FACTORY_V2.mid
ds	Zelda: SS	RMZX_BOSS_V2.mid
ds	Pokemon	Rare_Wild_Pokemon_BW.mid
ds	Zelda: SS	Rival_Battle_HGSS.mid
ds	Mega Man	RockmanZXAGreysOpeningStageFix.mid
ds	Mega Man	Rockman_ZX_-_Area_A.mid
ds	Mega Man	Rockman_ZX_-_Girouettes_Theme.mid
ds	Zelda: WW	Roost-ACWW.mid
ds	Chrono Trigger	Route_38_Midi_Correct.mid
ds	Chrono Trigger	Rune_Factory_Field_v2.mid
ds	Super Mario 64	SM64DS_BingoBall_SlotsShot_LakituLaunch.mid
ds	Super Mario 64	SM64DS_Luigi_Flower_V1_1.mid
ds	Super Mario 64	SM64DS_Mario_Flower_V1_1.mid
ds	Super Mario 64	SM64DS_RecRoom.mid
ds	Super Mario 64	SM64DS_SortOrSplode_Bob-ombSquad.mid
ds	Super Mario 64	SM64DS_Wario_Flower_V1_1.mid
ds	Super Mario 64	SM64DS_Yoshi_Flower_V1_1.mid
ds	Sonic	SonicRu_-_VelaNova2.mid
ds	Chrono Trigger	Team_Galactic_Battle.mid
ds	Final Fantasy	TheKudoOfficersInspectionWarSong.mid
ds	Zelda: SS	The_boundless_ocean.mid
ds	Sonic	TimeHollow-DistantMemories1.mid
ds	Sonic	TimeHollow-DistantMemories2.mid
ds	CV: Aria	VGCorneredVariation.mid
ds	Chrono Trigger	VGMObjection.mid
ds	Chrono Trigger	VGMYCTheme.mid
ds	Chrono Trigger	Victory_v2.mid
ds	Chrono Trigger	VimFactory.mid
ds	Zelda: WW	WWE__SmackDown_vs_RAW_2008_Main.mid
ds	Yoshi's Island	YoshiTNG_Challenge_Course.mid
ds	Yoshi's Island	YoshiTouch_Go-Title.mid
ds	Yoshi's Island	YoshiTouchandGo-TitleScreen-RayZa.mid
ds	Yoshi's Island	YoshiVillage.mid
ds	Chrono Trigger	ZX_-_TrapFactory.mid
ds	Zelda	Zelda-1.mid
ds	Zelda	ZeldaPhLinebackLeMarin.mid
ds	Zelda	ZeldaPhVillageDuDebut.mid
ds	Zelda	ZeldaST_Cole.mid
ds	Zelda: MM	Zenkusa_-_MMZX_AreaD_seq.mid
ds	Zelda: MM	Zenkusa_-_MMZX_AreaG_seq.mid
ds	Zelda: WW	acww_2pm.mid
ds	Yoshi's Island	behindyoshivillage.mid
ds	Zelda: SS	bigbadboss.mid
ds	Final Fantasy	coffeshop.mid
ds	Chrono Trigger	construction-green-v11.mid
ds	Chrono Trigger	construction-red.mid
ds	Chrono Cross	crystalrecs.mid
ds	Castlevania	cvdos_darknight.mid
ds	Donkey Kong	dkr-ds_treasure_caves.mid
ds	Zelda: SS	doopliss-pkmndp-championbattle.mid
ds	Zelda: SS	dooplissheartgoldfrontierbrainform1.mid
ds	Zelda: SS	dooplissheartgoldjhototrainer.mid
ds	Super Mario Bros	ds_nsmb_sm01.mid
ds	Super Mario Bros	ds_nsmb_sm02.mid
ds	Super Mario Bros	ds_nsmb_sm03.mid
ds	Super Mario Bros	ds_nsmb_sm04.mid
ds	Zelda: MM	ff3-road-to-the-summit.mid
ds	Zelda: SS	ff3boss.mid
ds	Zelda: SS	fossilroom.mid
ds	Chrono Trigger	galactic_admin_battle.mid
ds	Chrono Trigger	gyakutensaiban3-Objection2004.mid
ds	Zelda: SS	hgss_game_corner_sting.mid
ds	Pokemon	hgss_pokemon_wild_battle_kanto.mid
ds	Zelda: SS	hgssroute47.mid
ds	Street Fighter	irisfix.mid
ds	Kirby	kirbysqueaksquad-menu.mid
ds	Zelda: SS	kirbyss-fileselect.mid
ds	Zelda: SS	kirbyss-title.mid
ds	EarthBound	linebeck3.mid
ds	Zelda	lozst_keymaster.mid
ds	Zelda	lozst_rocktitephytopsintro.mid
ds	Zelda	lozst_temple1.mid
ds	Yoshi's Island	mariokart-ds_yoshifalls.mid
ds	Tetris	masterhandtetris.mid
ds	Zelda: SS	melissa.mid
ds	Zelda: SS	mlpit_bossfight.mid
ds	Zelda: MM	mmzx_areaf_v1_1.mid
ds	Zelda: MM	mmzx_areao_v1_0.mid
ds	Zelda: MM	mmzx_areax_v1_0.mid
ds	Zelda: MM	mmzx_finalarea_v1_0.mid
ds	Zelda: MM	mmzx_finalarea_v1_0_xg.mid
ds	Zelda: MM	mmzx_omega_v1_0.mid
ds	Zelda: MM	mmzx_prometheuspandora_v1_1.mid
ds	Zelda: MM	mmzxa_doublemegamerge_v1_0.mid
ds	Zelda: MM	mmzxa_finalboss1_v1_0.mid
ds	Zelda: MM	mmzxa_finalboss2.mid
ds	Zelda: MM	mmzxa_floatingruins_v1_0.mid
ds	Zelda: MM	mmzxa_highway_v1_0.mid
ds	Zelda: MM	mmzxa_legionhq_v1_0.mid
ds	Zelda: MM	mmzxa_prometheuspandora.mid
ds	Zelda: MM	mmzxa_raiderpursuit_v1_0.mid
ds	Zelda: WW	nds-acww-0600.mid
ds	Zelda: WW	nds-acww-steephill-live.mid
ds	Zelda: WW	nds-acww-towngate.mid
ds	Zelda: WW	nds-acww-townhall-day.mid
ds	Zelda: SS	nds-mkds-dkpass.mid
ds	Yoshi's Island	nds-mkds-gcnluigicircuit-gcnyoshicircuit.mid
ds	Super Mario Bros	nds-newsmb-titlescreen.mid
ds	Super Mario Bros	nds-newsmb-tower.mid
ds	Super Mario Bros	nsmb-athletic.mid
ds	Super Mario Bros	nsmb-battle_plains.mid
ds	Super Mario Bros	nsmb-castle.mid
ds	Super Mario Bros	nsmb-finalbattle.mid
ds	Super Mario Bros	nsmb-overworld.mid
ds	Super Mario Bros	nsmb-star.mid
ds	Chrono Trigger	pacpixlevelselect2.mid
ds	Zelda: SS	pkmonmstrydungnboss.mid
ds	Pokemon	pokecenter.mid
ds	Pokemon	pokemon_diamond_pearl-wild_pokemon_fainted_v2.mid
ds	Pokemon	pokemon_friends.mid
ds	Final Fantasy	s4_staffroll2.mid
ds	Super Mario 64	sm64DSflsv.mid
ds	Super Mario 64	sm64ds-bobombsquad.mid
ds	Super Mario 64	sm64ds-rabbit.mid
ds	Super Mario 64	sm64ds-recroom.mid
ds	Zelda: MM	starfoxcommand_amanda.mid
ds	Zelda: MM	starfoxcommand_krystal.mid
ds	Chrono Trigger	suprinpeachfileselct.mid
ds	Tetris	tetrisdsgameover.mid
ds	Chrono Trigger	victofear.mid
ds	Yoshi's Island	yoshidsunderground.mid
gameboy	Zelda: MM	01-MM2TitleScreen.mid
gameboy	Zelda: MM	01-Mm3TitleScreen.mid
gameboy	Zelda: MM	01-Mm4TitleScreen.mid
gameboy	Zelda: MM	02-MM2Password.mid
gameboy	Zelda: MM	02-MM3Password.mid
gameboy	Zelda: MM	02-Mm4Password.mid
gameboy	Zelda: SS	02-Password.mid
gameboy	Zelda: MM	03-MM2StageSelect.mid
gameboy	Zelda: MM	03-MM3StageSelect.mid
gameboy	Chrono Trigger	03-StageSelect.mid
gameboy	Zelda: MM	04-MM2StageIntro.mid
gameboy	Zelda: MM	04-MM3StageIntro.mid
gameboy	Chrono Trigger	05-Dragon_warrior_select.mid
gameboy	Chrono Trigger	05-StageSelect.mid
gameboy	Crash Bandicoot	08-Crashman.mid
gameboy	Zelda: SS	09-Boss.mid
gameboy	Zelda: SS	13-Boss.mid
gameboy	Zelda: MM	13-MM3Boss.mid
gameboy	Zelda: SS	14-BossTheme2.mid
gameboy	Zelda: SS	15-Boss.mid
gameboy	Zelda: SS	16-BossTheme2.mid
gameboy	Zelda: SS	2boss.mid
gameboy	Zelda: SS	2missile.mid
gameboy	Zelda: SS	A-boss.mid
gameboy	Zelda: MM	A-symm1.mid
gameboy	Zelda: SS	AHopelessLand.mid
gameboy	Tetris	ATetris.mid
gameboy	Chrono Cross	Animaniacs_-_Song_Test_0.mid
gameboy	Chrono Cross	Animaniacs_-_Song_Test_11.mid
gameboy	Chrono Cross	Animaniacs_-_Song_Test_13.mid
gameboy	Chrono Cross	Animaniacs_-_Song_Test_5.mid
gameboy	Chrono Cross	Animaniacs_-_Song_Test_8.mid
gameboy	Chrono Cross	Animaniacs_-_Song_Test_9.mid
gameboy	Zelda: SS	BCEF_BossRoom.mid
gameboy	Zelda: SS	BKGB_Boss_Kio_10.mid
gameboy	Zelda: SS	BKGB_FinalBoss_Kio_4.mid
gameboy	Zelda: SS	Balloon_Kid_Stage_2_Boss.mid
gameboy	Battletoads	Battletoads.mid
gameboy	Battletoads	BattletoadsGB-level_complete.mid
gameboy	Battletoads	BattletoadsLev3.mid
gameboy	Zelda: SS	Boss.mid
gameboy	Zelda: SS	Boss_Battle_%28Ver._X.X%29.mid
gameboy	Castlevania	CB_CVBoth.mid
gameboy	Zelda: SS	CB_WBBoss.mid
gameboy	Castlevania	CV2BR_-_BGM_5_Castle_part1.mid
gameboy	Castlevania	CVA-Stage2.mid
gameboy	Castlevania	CVA-_Battle_of_the_Holy.mid
gameboy	Castlevania	CVA2-Crystal_remix.mid
gameboy	Zelda: SS	CVA2_NewMessiah.mid
gameboy	Castlevania	CVA2_PrayingHands.mid
gameboy	Castlevania	CVA2_PsychoWarrior.mid
gameboy	Castlevania	CVA2_PsychoWarrior_FaFa.mid
gameboy	Castlevania	CVA2_RipeSeeds.mid
gameboy	Castlevania	CVA_-_Battle_of_the_Holy.mid
gameboy	Zelda: SS	CVA_-_Darkness_-Remix-.mid
gameboy	Castlevania	CVA_-_Death_Fair.mid
gameboy	Castlevania	CVA_-_Revenge.mid
gameboy	Castlevania	CVBR-_BGM6.mid
gameboy	Castlevania	CVBR-_Chromatische_Phantasie.mid
gameboy	Castlevania	CVBR-_Praying_Hands.mid
gameboy	Castlevania	CVBR_-_Evil_Gods.mid
gameboy	Zelda: SS	CVBR_-_New_Messiah.mid
gameboy	Castlevania	CVBR_-_Original_Sin.mid
gameboy	Castlevania	CVBR_-_Praying_Hands.mid
gameboy	Castlevania	CVBR_-_Psycho_Warrior.mid
gameboy	Castlevania	CVBR_-_Ripe_Seeds.mid
gameboy	Castlevania	CVBR_-_Road_to_Enemy.mid
gameboy	Castlevania	CVL-Beloved.mid
gameboy	Zelda: SS	CVL-Boss5.mid
gameboy	Castlevania	CVL-GrandFinale.mid
gameboy	Castlevania	CVL-Prologue.mid
gameboy	Castlevania	CVL-_Bloody_Tears.mid
gameboy	Zelda: SS	CVL_Boss.mid
gameboy	Castlevania	CVL_Gears_and_Chains.mid
gameboy	Castlevania	CVL_Stage2_v3.mid
gameboy	Castlevania	CVL_Stage3_v2.mid
gameboy	Castlevania	CVL_Stage4_v3.mid
gameboy	Castlevania	CVL_Stage6.mid
gameboy	Zelda: SS	CVL_SubBoss.mid
gameboy	Castlevania	CVlegends_Final_stage.mid
gameboy	Castlevania	Castlevania_Legend-ps_ms.mid
gameboy	Zelda: SS	ColossalHoleWarioLand3.mid
gameboy	Castlevania	Cva2-CloudCastle.mid
gameboy	Castlevania	Cva2-RockCastle.mid
gameboy	Donkey Kong	DK-01-BigCity.mid
gameboy	Donkey Kong	DK-02-Forest.mid
gameboy	Donkey Kong	DK-03-Ship.mid
gameboy	Donkey Kong	DK-04-Jungle.mid
gameboy	Donkey Kong	DK-05-Desert.mid
gameboy	Donkey Kong	DK-06-Airplane.mid
gameboy	Donkey Kong	DK-07-Iceberg.mid
gameboy	Donkey Kong	DK-08-RockyValley.mid
gameboy	Donkey Kong	DK-09-Tower.mid
gameboy	Zelda: SS	DK-Boss.mid
gameboy	Zelda: SS	DK-FinalBoss.mid
gameboy	Donkey Kong	DK-FinalStages.mid
gameboy	Zelda: SS	DK-MiniBoss.mid
gameboy	Zelda: SS	DK-MiniBoss2.mid
gameboy	Donkey Kong	DK-Stage01.mid
gameboy	Donkey Kong	DK-Stage02.mid
gameboy	Donkey Kong	DK-Stage03.mid
gameboy	Donkey Kong	DK-Stage04.mid
gameboy	Donkey Kong	DK-Stage05.mid
gameboy	Donkey Kong	DK-Stage06.mid
gameboy	Donkey Kong	DK-Stage07.mid
gameboy	Donkey Kong	DK-Stage08.mid
gameboy	Donkey Kong	DKDesert.mid
gameboy	Zelda: SS	DKLBoss.mid
gameboy	Donkey Kong	DKLTemple.mid
gameboy	Donkey Kong	DKL_-_Cavern.mid
gameboy	Donkey Kong	DKL_-_Flooded_Ruins.mid
gameboy	Donkey Kong	DKL_-_Temple_Ruins.mid
gameboy	Donkey Kong	DKL_-_Zepplin_-Remix-.mid
gameboy	Zelda: SS	DKL_Boss-Arr-KM.mid
gameboy	Zelda: SS	DKL_Boss_kio_1.mid
gameboy	Zelda: SS	DKL_Boss_kio_2_Arranged_remix.mid
gameboy	Donkey Kong	DKL_SiteXG_Final.mid
gameboy	Final Fantasy	DKL_Temple_Stage-different-instruments.mid
gameboy	DKC	DKchase.mid
gameboy	DKC	DKcinema.mid
gameboy	Donkey Kong	DKending.mid
gameboy	Donkey Kong	DKenter.mid
gameboy	Donkey Kong	DKenterb.mid
gameboy	Zelda: MM	DKhammer.mid
gameboy	Donkey Kong	DKitem-t.mid
gameboy	Donkey Kong	DKlastst.mid
gameboy	Donkey Kong	DKmice.mid
gameboy	Zelda: SS	DKmiss1.mid
gameboy	Zelda: SS	DKmiss2.mid
gameboy	Zelda: SS	DKmiss3.mid
gameboy	Donkey Kong	DKmonkey.mid
gameboy	Donkey Kong	DKp-item.mid
gameboy	Donkey Kong	DKsave1.mid
gameboy	Chrono Trigger	DKvctory.mid
gameboy	Donkey Kong	DKwin.mid
gameboy	Donkey Kong	DKwld-01.mid
gameboy	Donkey Kong	DKwld-02.mid
gameboy	Donkey Kong	DKworld1.mid
gameboy	Donkey Kong	DKworld5.mid
gameboy	Donkey Kong	DKworld6.mid
gameboy	Donkey Kong	DKworld7.mid
gameboy	Donkey Kong	DKworld8.mid
gameboy	Donkey Kong	DKworld9-%282%29.mid
gameboy	Zelda	DL_B1_NeonZelda.mid
gameboy	Zelda: SS	DQ1_2_-_Endless_Journey.mid
gameboy	Sonic	DYTetris100.mid
gameboy	Donkey Kong	Dklandb2.mid
gameboy	Donkey Kong	Dkljngle.mid
gameboy	Donkey Kong	Dklpirte.mid
gameboy	Zelda: SS	DonkeyKongLand_Boss.mid
gameboy	Chrono Trigger	Dragon_warrior3_select.mid
gameboy	Zelda: SS	Ectruteak_City_classic_quartet.mid
gameboy	Final Fantasy	FFA-escape.mid
gameboy	Zelda: SS	FFA_MissionOfMana.mid
